,id,ob_date,location,location_desc,location_coords,location_coords_type,location_elevation,location_province,num_involved,num_injured,num_fatal,comment,group_activity,avalanche_obs,weather_obs,weather_comment,snowpack_obs,snowpack_comment,documents,alt_coord
110,f003fb65-2874-4a82-9ead-f14c73aa5722,2009-01-17,Babcock Mountain,near Tumbler Ridge,"[54.513790130615234, 121.01869201660156]",LatLon,1800.0,BC,1.0,0.0,1,"From CAC incident report:

Group of 6 snowmobilers went up and over into the north side of Babcock Mountain.
There is a bowl with approximately 5 chutes in that immediate area. The victim was
high marking when he triggered the avalanche. The slide was concentrated in 2 of
the chutes. Witnesses saw the victim tumbling but lost track of him half way down
the slope. The victim was the only person using/wearing a beacon. It is not clear
how long it took to locate him. The victim was not wearing an air bag.",Snowmobiling,"[{'observation_date': '2009-01-17 13:00', 'size': '3.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'N', 'elevation': 1800, 'slab_width': None, 'slab_thickness': None}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': 'Nil'}",No precipitation for a week prior to the incident,"{'hs': None, 'hn24': 0.0, 'hst': 0, 'hst_reset': ''}",,"[{'title': 'Tumbler Ridge -Avalanche Causes Death near Tumbler Ridge', 'source': 'RCMP Tumbler Ridge', 'url': '/public/legacy_doc/6d4ea265-a712-488b-9340-384159c7d54d/090118_RCMP_PRessRelease.pdf', 'date': ['2009-01-18']}, {'title': 'Tumbler Ridge Update - Babcock Mountain Avalanche Fatality', 'source': 'RCMP Tumbler Ridge', 'url': '/public/legacy_doc/d9fd01b2-73cb-4bf3-b7ea-551ed90480a3/090120_RCMP_PrsRlsUpdate.pdf', 'date': ['2009-01-20']}, {'title': 'Tumbler Ridge Udate - Avalanche Victim Recovered', 'source': 'RCMP Tumbler Ridge', 'url': '/public/legacy_doc/385ed700-45ea-4b51-890f-89cb6ebb640d/090118_RCMP_PrsRlsVictmRcvrd.pdf', 'date': ['2009-01-18']}]","[-120.996389, 54.941111]"
111,14d02af3-dca2-4390-832a-ebe21a5fe28a,2009-01-16,Clemina Creek,near Valemount,"[52.31864929199219, 118.57750701904297]",LatLon,2100.0,BC,1.0,0.0,1,"A group of seven sledders travelled to this particular location the morning of Jan 16th, 2009. They were very familiar with the area and had ridden on this slope many times.  All sledders were equipped with ABS packs, shovels, and beacons.  They travelled directly past an avalanche located on the same face, but at a slightly lower elevation and to the right, and proceeded to ride the hill for at least 20 passes.  Two of the sledders were travelling up the hill, one ahead of the other, making left hand turns.  The others were parked. 
 
The first sledder turned lower than the second and witnessed the release of the slide above and behind him, with the second sledder near the fracture line.  The second sledder proceeded in a downward direction driving his sled at a high speed, when he was ejected from the sled after it appeared to impact something.  The sled flew out of the path of the avalanche and continued down the mountain.  The second sledder was trapped in the avalanche and was buried under approximately 5ft of snow.  The first sledder located the buried man with a probe and beacon, and he and the other group members dug him out.  His ABS pack had not been deployed.",Snowmobiling,"[{'observation_date': '2009-01-16 13:00', 'size': '2.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'E', 'elevation': 2300, 'slab_width': 100, 'slab_thickness': 140}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': 'CLR', 'precip': 'Nil'}",Weather reported as clear and sunny,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Valemount Update - Avalanche Victim From Alberta', 'source': 'RCMP North District Media Liason (Craig Douglass)', 'url': '/public/legacy_doc/bf5cbe76-a8ba-4e9d-8513-418602253ed2/090118_RCMP_PrsRlsUpdate.pdf', 'date': ['2009-01-18']}, {'title': 'Valemount - Avalanche Takes Another Life', 'source': 'RCMP North District Media Liason (Craig Douglass)', 'url': '/public/legacy_doc/b68a67a1-28db-446c-ae30-ab391ccbf5e2/090116_RCMP_PressRelease.pdf', 'date': ['2009-01-16']}, {'title': 'Snowmobiler Dies After Being Caught In Avalanche', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/a760b6c2-839c-4bb6-adda-e88f6f15f9bc/090117_GlobeAndMailArticle.pdf', 'date': ['2009-01-17']}]","[-119.105, 52.565278]"
112,564ef2f7-f54f-4a4e-b958-c41b3a32a786,2009-01-14,Third Sister,"SW Bowl, Kananaskis Country near Canmore","[619746.0, 5651329.0]",UTM 11 NAD27,2440.0,AB,1.0,0.0,1,"Two mountaineers were descending the Third Sister. They had begun to glissade (bum slide) with one person in front and the second approximately 20m behind. The avalanche was triggered by the party. The person in front was carried 420m by the avalanche and was buried buried under 60cm of snow. He was caried over a series of cliffs and suffered trauma. The second person was carried 30m and was able to self rescue - he did not suffer physical injuries as  a result of the avalanche. Neither member of the party was carrying any rescue gear. When the survivor was unable to spot his companion, he walked out and reported the incident. The body was located and recovered on the following day by a CARDA dog.",Mountaineering,"[{'observation_date': '2009-01-14', 'size': '2.0', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'SW', 'elevation': 2440, 'slab_width': 15, 'slab_thickness': 45}]","{'temp_present': -5, 'temp_max': None, 'temp_min': None, 'temp_trend': 'R', 'wind_speed': 'M', 'wind_dir': 'SW', 'sky': 'CLR', 'precip': 'Nil'}",See Detailed incident report for further weather information,"{'hs': 50, 'hn24': 0.0, 'hst': 0, 'hst_reset': ''}","CTE (6) SP down 25cm
CTM (14) SP down 40cm
Propagation saw test (PST) E 27/100 down 40cm on Dec 26 facets

Weak faceted snowpack","[{'title': 'Hiker Killed By Avalanche Outisde Banff NP', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/e7513415-d562-4781-9161-1b83ee789cff/090115_GlobeAndMailArticle.pdf', 'date': ['2009-01-15']}, {'title': ""hiker's Body Found Buried in Snow after Canmore Area Avalanche"", 'source': 'CBC News', 'url': '/public/legacy_doc/9618b561-4695-48bf-bf80-1f77514e1968/090114_CBCPressReport.pdf', 'date': ['2009-01-15']}, {'title': 'Avalanche Claims Calgary Man', 'source': 'albertalocalnews.com/Rocky Mountain outlook', 'url': '/public/legacy_doc/2db454ba-7f7c-446d-9aca-413efd6ec96f/090121_RckyMntnOutlkArticle.pdf', 'date': ['2009-01-21']}, {'title': 'Forecasters Warn of Potential For More Slides After Avalanche Kills Alberta Hiker', 'source': 'Canadian Press', 'url': '/public/legacy_doc/5ea06978-a4f5-4f6b-8d15-b84b3952f4b8/090114_CanadianPress.pdf', 'date': ['2009-01-16']}]","[None, None]"
113,4d142fd2-013d-4803-95ce-0225901f6d76,2009-01-11,Hassler Flats,near Chetwyn (Hassler Rd km45),"[126.27584838867188, 55.345298767089844]",LatLon,1600.0,BC,3.0,,1,"From the BC Coroners report:
A class 1 slab avalanche came down burying 5 sledders. Dug out 4, when they got the deceased, he was in full cardiac arrest. Did CPR for about 30 mins. Airbag pack was worn, had not been deployed - tested - was operational. Transponder was still working. Body left on mountain overnight, due to difficult conditions. Finally able to remove by nightfall on Jan 12-2009. Shovel, beacons, other equipment scattered during avalanche.",Snowmobiling,"[{'observation_date': '2009-01-11', 'size': '1.0', 'type': 'Slab', 'trigger': 'U', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Chetwynd Update - Avalanche Victim Name Released', 'source': 'RCMP North District Media Liason (Craig Douglass)', 'url': '/public/legacy_doc/6a4e4209-64e3-478c-bc85-2cff7d563b4b/090114_RCMP_PrssRlsNameRelease.pdf', 'date': ['2009-01-14']}, {'title': 'Chetwynd Update - Avalanche Victim Recovered', 'source': 'RCMP North District Media Liason (Craig Douglass)', 'url': '/public/legacy_doc/52fd03b6-43ed-47df-87f0-3e64a942bf1f/090112_RCMP_PrssRlsVctimRecvrd.pdf', 'date': ['2009-01-12']}, {'title': 'Two Snowmobilers Swept Away by Avalanche', 'source': 'Vancouver Sun', 'url': '/public/legacy_doc/7f4e021c-64c1-43bb-b598-4818732a3914/090111_VancouverSunArticle.pdf', 'date': ['2009-01-11']}, {'title': 'Avalanches Claim Two More Victims', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/251a1b67-0ab1-4abe-9972-962b9af19e93/090112_GlobeAndMailArticle.pdf', 'date': ['2009-01-12']}, {'title': 'Chetwynd - Snowmobiler Caught In Avalanache', 'source': 'RCMP North District Media Liason (Craig Douglass)', 'url': '/public/legacy_doc/1e74ded7-2d31-4eb8-ac13-a8632e856d88/090111_RCMP_PressRelease.pdf', 'date': ['2009-01-11']}]","[None, None]"
114,8f0bca47-ee93-4e06-99d8-0785f5ccdd98,2009-01-11,Mount Mara,NE Hunters Range (near Sicamous),"[50.76350021362305, 118.84130096435547]",LatLon,2255.0,BC,1.0,0.0,1,Three snowmobilers were riding in bowl shaped terrain NE of Hunters Range. The avalanche occurred at 1300hrs and buried one member of the group. He was found at 1545 hrs br searchers with probes - a probe line was established as the victim was not wearing a beacon. RCMP suspect that trigger was one of the group riding higher up in the bowl.,Snowmobiling,"[{'observation_date': '2009-01-11 13:00', 'size': '2.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'S', 'elevation': 2255, 'slab_width': None, 'slab_thickness': 150}]","{'temp_present': -2, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': 'OVC', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",30cm foot penetration,"[{'title': 'Enderby - Another Possible Victim of an Avalanche', 'source': 'RCMP Vernon North/Okanagan', 'url': '/public/legacy_doc/b9c80622-e2c4-433a-8e5f-6f80dfa95af7/090111_RCMP_Press%20Release.pdf', 'date': ['2009-01-11']}]","[-118.878611, 50.755556]"
115,fa1e647a-ad42-4adb-bd38-615e3e692b1e,2009-01-08,Mount Alice,near Terrace,"[None, None]",,,BC,,,1,,Mechanized Skiing,"[{'observation_date': '2009-01-08', 'size': '3.0', 'type': '', 'trigger': 'Sa', 'aspect': '', 'elevation': 1500, 'slab_width': 150, 'slab_thickness': 130}, {'observation_date': '2009-01-08', 'size': '3.0', 'type': 'Slab', 'trigger': 'Sy', 'aspect': '', 'elevation': 1500, 'slab_width': 150, 'slab_thickness': None}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Update on Alice Mountain Avalanche', 'source': 'RCMP Terrace', 'url': '/public/legacy_doc/8cb72757-8319-447d-ab8a-57bf8c458063/090110_RCMP_PressRelease.pdf', 'date': ['2009-01-10']}, {'title': 'BC Avalanche Claims 11th Victim', 'source': 'Vancouver Sun', 'url': '/public/legacy_doc/917fd9f0-4532-4528-bee3-b99837fe7ab3/090111_VancouverSunArticle.pdf', 'date': ['2009-01-11']}, {'title': 'US Skier Caught in Avalanche Dies In Hospital', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/99a92228-3dd3-48c2-8cf9-f4383faca764/090110_GlobeAndMailArticle.pdf', 'date': ['2009-01-10']}]","[-124.038333, 50.169167]"
116,9880d939-957a-4276-9a14-1b7d71a6fb35,2009-01-01,Whistler Mountain Ski Area,Hidden Chutes (outside early season boundary),"[None, None]",,,BC,1.0,0.0,1,Solo snowboarder snowboarding alone in Hidden Chutes area - accessed from Harmony Chair. At 13:30hrs a ski partoller saw that an avalanche had occurred. Patrollers began their avalanche protocol using probes and beacon search - the victim's beacon was picked up and he was located from this signal. He was found up against a tree and buried with his head down in 2m of snow.,Lift Skiing Closed,"[{'observation_date': '2009-01-01 13:00 to 2009-01-01 13:30', 'size': '2.0', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'ESE', 'elevation': 1850, 'slab_width': 30, 'slab_thickness': 50}]","{'temp_present': -9, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'L', 'wind_dir': 'SE', 'sky': 'OVC', 'precip': 'S1'}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Two Additional Deaths in Whistler Blackcomb', 'source': 'RCMP Whistler', 'url': '/public/legacy_doc/69e27ae8-6f84-486d-9785-c0d5a8e41aa4/090101_RCMP_PressRelease.pdf', 'date': ['2009-01-01']}, {'title': 'One Dead in Another BC Avalanche', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/e2b77f92-bdd4-4ab1-a434-e48a6539f77b/090101_GlobeAndMailArticle.pdf', 'date': ['2009-01-01']}]","[None, None]"
117,c8810d78-261a-48e0-8484-060179bc6033,2008-12-31,Blackcomb Ski Area,Ruby Bowl (early season closed run),"[507046.0, 5549010.0]",UTM 10 NAD83,2040.0,BC,1.0,0.0,1,"Solo skier in an early season closed area on Blackcomb known as Ruby Bowl. This area is on the south side of Blackcomb Glacier.
The individual was touring using skis with skins (he had no ski pass). He was last seen by a friend at approx. 1400 hrs, who said he was going to make one more run in Ruby Bowl before leaving. When he didn't return home, his family called RCMP. His body was found the next day by CARDA dogs. He was found on his stomach, in 1.6 to 2m of snow.",Lift Skiing Closed,"[{'observation_date': '2008-12-31 15:15 to 2008-12-31 15:45', 'size': '2.0', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'E', 'elevation': 2040, 'slab_width': 75, 'slab_thickness': 50}]","{'temp_present': -13, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '35-50', 'wind_dir': 'SE', 'sky': '', 'precip': 'S-1'}",Variable visibility,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Two Additional Deaths in Whistler Blackcomb', 'source': 'RCMP Whistler', 'url': '/public/legacy_doc/178f7978-983f-400e-b498-807d0a7b2ee7/090101_RCMP_PressRelease.pdf', 'date': ['2009-01-01']}, {'title': 'Avalanches Claim Two more Victims', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/e9f7a2eb-b0a0-48fb-9f82-fb12fd97d507/090101_GlobeAndMailArticle.pdf', 'date': ['2009-01-01']}]","[None, None]"
118,2adddb8d-aba9-4c3d-894c-f467d9b6dcb4,2008-12-28,Harvey Pass,"area near Harvey Pass, SE of Fernie","[114.7249984741211, 49.26583480834961]",LatLon,,BC,8.0,,8,"Based on the RCMP press report - modified to include additional info from the BCCS incident report:

The incident took place when some members from a group of seven snowmobilers were buried by an avalanche in the Harvey Pass area – a popular backcountry snowmobile destination located about 40 Km south of Fernie. One person was completely buried by this first avalanche; several others were partially buried.

A second group of four snowmobilers heard yelling from the area and came to the aid of members from the first group who were in the process of digging out their fellow riders. The newly formed group was able to locate the fully burried victim, but as they were digging him out, a second avalanche came down and buried the entire group. All of them were wearing avalanche beacons.

Two of the buried riders managed to self-rescue within about 20 minutes. These two used their avalanche beacons to locate a third buried victim who they rescued after an additional 20 minutes of digging. A third avalanche reportedly occurred as the two were digging out the third buried victim and covered the site with powder but did not further bury the third victim.

The surviving group of three assessed the slope stability and their surroundings. They were located in a large bowl with massive cornices ready to come down. Based on their risk assessment of the possibility of another avalanche, they began walking out. Survivors reported seeing additional avalanche activity on the site as they were walking out.


In total, eight snowmobilers died. All 11 snowmobilers involved were males from the nearby town of Sparwood.",Snowmobiling,"[{'observation_date': '2008-12-28 14:10', 'size': '3.5', 'type': 'Slab', 'trigger': 'Na', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}, {'observation_date': '2008-12-28 14:50', 'size': '2.0', 'type': 'Loose', 'trigger': 'Na', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}, {'observation_date': '2008-12-28 13:50', 'size': '3.5', 'type': 'Slab', 'trigger': 'U', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': 60}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","Snowing heavily at time of incident.
Morrissey RWIS station showed temperature warming from -5.8 (9am on 27-Dec) to +2.4 (9am on 28-Dec)","{'hs': None, 'hn24': None, 'hst': 40, 'hst_reset': ''}","40cm windloaded HST
20cm Old storm snow
Rain Crust","[{'title': 'Massive Slides Left Snowmobilers Little Chance', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/1594b1bb-c266-4b73-a2bc-012f88b8d88c/081230_GlobeAndMailArticle4.pdf', 'date': ['2008-12-30']}, {'title': 'Avalanche Eighth Body Found', 'source': 'RCMP Tim Shields', 'url': '/public/legacy_doc/b3f02f9e-2f8f-4100-9416-09e94a7e6db5/081230_RCMP_PrssRls8thBody.pdf', 'date': ['2008-12-30']}, {'title': 'Seven Bodies Recovered in Canada Avalanches', 'source': 'New York Times', 'url': '/public/legacy_doc/9e2b07d1-7360-4cff-9284-0b4ae63c3db8/081229_NewYorkTimesArticle.pdf', 'date': ['2008-12-29']}, {'title': 'RCMP Press Release', 'source': 'RCMP Sparwood', 'url': '/public/legacy_doc/8004831c-f78d-4f2b-8617-11151ebb5f3d/RCMP_Press_Release.pdf', 'date': ['2008-12-29']}, {'title': 'Profies of BC Avalanche Victims', 'source': 'Vancouver Sun', 'url': '/public/legacy_doc/9709a937-9ced-4492-87ea-1af4464a558c/081230_GlobeAndMailArticle6.pdf', 'date': ['2008-12-30']}, {'title': 'A crack, Slide, and Desperate Dig', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/fff90f6f-03e9-4ecc-8cc3-40ecfd91749e/081229_GlobeandmailArticle.pdf', 'date': ['2008-12-28']}, {'title': 'Fernie Avalanche Update Seven Bodies Recovered', 'source': 'RCMP Chris Faulkner', 'url': '/public/legacy_doc/f61aaf4d-ffbf-4fff-80c0-448fbe80a5c5/081229_RCMP_PrssRls7Bodies.pdf', 'date': ['2008-12-29']}, {'title': ""Video of Survivor's Statement (Jeff Adams)"", 'source': 'CNN', 'url': '/public/legacy_doc/ff1c3932-3be4-4016-8b81-472649c97c8e/Survivor_Statement_Video.mpg', 'date': ['2008-12-31']}, {'title': 'Survivor Tells Tale of Desperation after Avalanche', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/e310e7bf-60a0-48ce-b6a8-5e43a37f9dee/081231_GlobeAndMailArticle8.pdf', 'date': ['2008-12-31']}, {'title': ""Here's to the Boys"", 'source': 'globeandmail.com', 'url': '/public/legacy_doc/723a3aee-c9ef-463f-979c-607f6f20f4af/090104_GlobeAndMailArticle10.pdf', 'date': ['2009-01-04']}, {'title': 'Each And Every One of Us Know Them', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/521cf051-1157-4742-a9de-68ff854d7863/081230_GlobeandMailArticle.pdf', 'date': ['2008-12-30']}, {'title': 'No Sign of BC Snowmobilers Caught in Avalanche', 'source': 'Vancouver Sun', 'url': '/public/legacy_doc/3a3eaaa1-fe76-474f-9483-6c45b05f9113/081229_VancouverSunArticle1.pdf', 'date': ['2008-12-29']}, {'title': 'Area was Ripe For A Slide, Forecaster Says', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/b61c3bbc-6c24-44b4-b92f-70877bf5a0c1/081229_GlobeAndMailArticle%20(2).pdf', 'date': ['2008-12-28']}, {'title': 'Buried Men Wore Satellite Distress Transmitters', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/32b93aa6-52d8-4067-9535-79239e925100/081229_GlobeAndMailArticle1.pdf', 'date': ['2008-12-29']}, {'title': 'Hundreds Remember Avalanche Victims', 'source': 'Vancouver Sun', 'url': '/public/legacy_doc/90be26a3-b3df-4162-b0c4-8e3bf8ac21d8/081230_GlobeAndMailArticle5.pdf', 'date': ['2008-12-30']}, {'title': 'Search to Resume For Buried BCA Snowmobilers', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/7eb290be-dc21-4362-adf2-95877d776735/081229_GlobeAndMailArticle2.pdf', 'date': ['2008-12-29']}, {'title': 'Search For Eight Missing Snowmobilers', 'source': 'Vancouver Sun', 'url': '/public/legacy_doc/eba7fbd7-e5be-490b-bc08-95d1abca8deb/081229_VancouverSunArticle2.pdf', 'date': ['2008-12-29']}, {'title': 'BC Snowmobilers Were All Super Guys', 'source': 'Vancouver Sun', 'url': '/public/legacy_doc/85f72cf7-4031-49b3-b482-95d3c60a1cc4/081230_GlobeAndMailArticle4.pdf', 'date': ['2008-12-30']}, {'title': 'Survivor Helps Find Body of Last Victim', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/7d86bf9b-f845-40a8-9bc2-9d525f934c97/081230_GlobeAndMailArticle6.pdf', 'date': ['2008-12-30']}, {'title': 'After Loosing Friends Survivor Leads Crews to Final Victim', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/a408a43d-969f-4667-817d-aa818c5803bd/081231_GlobeAndMailArticle7.pdf', 'date': ['2008-12-31']}, {'title': 'Seven Bodies Recovered from Avalanche Area', 'source': 'Vancouver Sun', 'url': '/public/legacy_doc/86f1314a-8a5e-479b-8491-b3f9a6280993/081229_VancouverSunArticle3.pdf', 'date': ['2008-12-29']}, {'title': 'Search Set To Resume for Last Victim', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/e2da621c-968f-4822-aa67-b9bbabb2694b/081230_GlobeAndMailArticle5.pdf', 'date': ['2008-12-30']}, {'title': 'Fernie Avalanche Buries Snowmobilers', 'source': 'RCMP', 'url': '/public/legacy_doc/ddde9bec-da83-4c0f-93a7-be828b147c4d/081228_RCMP_PressRelease.pdf', 'date': ['2008-12-28']}, {'title': 'Avalanche Update and News Conference at 1200', 'source': 'RCMP Tim Shields', 'url': '/public/legacy_doc/e01d0c51-ae26-4ae4-a6ec-c9fe17c8828e/081229_RCMP_PrssRlsPrssCnfrnc.pdf', 'date': ['2008-12-29']}, {'title': 'A Cold New Year in the Valley of Tears', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/1a4bcbeb-c698-4029-8665-d55db0661f7c/090103_GlobeAndMailArticle9.pdf', 'date': ['2009-01-03']}, {'title': 'Seven Bodies Found In Avalanche', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/efd4e9f8-5c5e-4f41-9821-d6027bb3537b/081229_GlobeAndMailArticle3.pdf', 'date': ['2008-12-29']}, {'title': 'Tentacles of Grief', 'source': 'Vancouver Sun', 'url': '/public/legacy_doc/97852cc2-126e-4c2f-8bc1-e2c5a309a3df/081230_VancouverSunArticle7.pdf', 'date': ['2008-12-30']}, {'title': 'Avalanche Names Released', 'source': 'RCMP Shields/Faulkner', 'url': '/public/legacy_doc/4d6ff687-4292-48c7-8bd7-e5d8227495d8/081230_RCMP_PrssRlsNamesRlsd.pdf', 'date': ['2008-12-30']}, {'title': 'Here Is To The Boys', 'source': 'Vancouver Sun', 'url': '/public/legacy_doc/757a716c-71a9-4082-be52-e67569102d67/090104_VancouverSunArticle8.pdf', 'date': ['2009-01-04']}]","[-114.7, 49.283333]"
119,8628910e-5453-4061-84a5-52af6bcd1769,2008-08-28,Mount Athabasca,"""the ramp"" normal route Mt Athabasca","[485530.0, 5781765.0]",UTM 11 NAD83,,AB,,0.0,2,"Summer Mountaineering accident on Mount Athabasca.

There were two victims killed in this avalanche. They were found buried in a crevasse. The reported avalanche was size 2.5 running 200m.",Mountaineering,"[{'observation_date': '2008-08-28', 'size': '2.5', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'NE', 'elevation': 3000, 'slab_width': 200, 'slab_thickness': 50}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,[],"[-117.2016667, 52.1805555]"
120,c8d887fc-b78e-4469-b9f2-fc0cd3072690,2008-03-27,Headwater of North Blue River,approx. 11 miles NW of Blue River; close to a MW ski run called Harley Heaven,"[330119.0, 5789047.0]",UTM 11 NAD83,,BC,1.0,0.0,1,,Snowmobiling,"[{'observation_date': '2008-03-27', 'size': '3.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'NE', 'elevation': 1800, 'slab_width': 250, 'slab_thickness': 95}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Avalanche Involvement Report', 'source': 'Canadian Avalanche Centre', 'url': '/public/legacy_doc/62ac976f-5eaa-4906-961a-71d0d8296260/080327_CAC_AviIncRep.pdf', 'date': ['2008-03-29']}, {'title': 'Clearwater - Man dies in an avalanche near Blue Ri', 'source': 'RCMP', 'url': '/public/legacy_doc/ab247a18-a587-4206-ad41-f976a878b3b7/080328_RCMP_PressRelease.pdf', 'date': ['2008-03-28']}]","[None, None]"
121,43d7694c-9f3c-4061-9fd2-27972882a174,2008-03-21,Thetford Mines,"Bell Mine tails, Thetford Mines QC","[322000.0, 5105327.0]",UTM 19 NAD83,,QC,,,1,,Other Recreational,"[{'observation_date': '2008-03-21', 'size': 'Unknown', 'type': '', 'trigger': 'Sa', 'aspect': 'E', 'elevation': None, 'slab_width': 15, 'slab_thickness': 15}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,[],"[-71.301952, 46.088908]"
122,973e437b-fe56-4284-b9bd-52aa74d48d4c,2008-02-18,Chick-a-dee Valley,"below subpeak of Boom Mtn, Chickadee Valley, KNP","[562198.0, 5678184.0]",UTM 11 NAD83,,BC,,,1,,Backcountry Skiing,"[{'observation_date': '2008-02-18', 'size': '3.5', 'type': 'Slab', 'trigger': 'Na', 'aspect': 'S', 'elevation': 2600, 'slab_width': 300, 'slab_thickness': 200}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Columbia Valley - Backcountry Avalanche In Kootenay National Park', 'source': 'RCMP Columbia Valley Detachment', 'url': '/public/legacy_doc/6af22c47-cacd-495c-93b1-dab2d2c23711/080219_RCMP_PressRelease.pdf', 'date': ['2008-02-19']}]","[None, None]"
123,3083248e-1ebc-448f-acd7-ab1bbe93a6d5,2008-02-16,Keystone Basin,"50 km N of Revelstoke, Selkirks","[407104.0, 5700392.0]",UTM 11U NAD83,,BC,,,1,,Snowmobiling,"[{'observation_date': '2008-02-16', 'size': '2.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'SSE', 'elevation': None, 'slab_width': 50, 'slab_thickness': 35}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Avalanche Claims the Life of a Calgary Man', 'source': 'RCMP Revelstoke', 'url': '/public/legacy_doc/6e6a3731-daba-4cb9-ab43-fed26e196081/080218_RCMP_PressRelease.pdf', 'date': ['2008-02-18']}]","[-118.37917, 51.454167]"
