Date,state,LaborForce,UnemploymentRate
2004-03-01,Oklahoma,1685869.0,5.0
2004-03-01,Oregon,1840126.0,7.6
2004-03-01,Pennsylvania,6193880.0,5.5
2004-03-01,Rhode island,558201.0,5.3
2004-03-01,South Carolina,2019359.0,6.8
2004-03-01,South Dakota,426554.0,3.6
2004-03-01,Tennessee,2880058.0,5.1
2004-03-01,Texas,10963502.0,6.1
2004-03-01,Utah,1221480.0,5.2
2004-03-01,Vermont,347547.0,3.8
2004-03-01,Virginia,3777894.0,3.9
2004-03-01,Washington,3181869.0,6.6
2004-03-01,West Virginia,784708.0,5.5
2004-03-01,Wisconsin,3042478.0,5.2
2004-03-01,Wyoming,274692.0,3.9
2004-04-01,Alabama,2134257.0,5.9
2004-04-01,Alaska,334612.0,7.6
2004-04-01,Arizona,2782704.0,5.2
2004-04-01,Arkansas,1291543.0,5.8
2004-04-01,California,17351609.0,6.4
2004-04-01,Colorado,2523730.0,5.6
2004-04-01,Connecticut,1773222.0,5.1
2004-04-01,Delaware,419943.0,3.9
2004-04-01,Florida,8382022.0,4.7
2004-04-01,Georgia,4427119.0,4.6
2004-04-01,Hawaii,608217.0,3.5
2004-04-01,Idaho,697137.0,5.0
2004-04-01,Illinois,6308393.0,6.3
2004-04-01,Indiana,3164871.0,5.3
2004-04-01,Iowa,1597615.0,4.4
2004-04-01,Kansas,1460154.0,5.5
2004-04-01,Kentucky,1961428.0,5.6
2004-04-01,Louisiana,2027412.0,6.0
2004-04-01,Maine,684313.0,4.6
2004-04-01,Maryland,2883319.0,4.3
2004-04-01,Massachusetts,3403225.0,5.3
2004-04-01,Michigan,5050503.0,6.9
2004-04-01,Minnesota,2879285.0,4.8
2004-04-01,Mississippi,1310693.0,5.8
2004-04-01,Missouri,3013728.0,5.7
2004-04-01,Montana,479150.0,4.8
2004-04-01,Nebraska,968220.0,3.8
2004-04-01,Nevada,1169253.0,4.4
2004-04-01,New Hampshire,714409.0,3.9
2004-04-01,New Mexico,899209.0,5.6
2004-04-01,New York,9326798.0,6.1
2004-04-01,New jersey,4354340.0,5.1
2004-04-01,North Carolina,4248981.0,5.7
2004-04-01,North Dakota,351211.0,3.4
2004-04-01,Ohio,5861725.0,6.2
2004-04-01,Oklahoma,1686847.0,5.0
2004-04-01,Oregon,1839668.0,7.5
2004-04-01,Pennsylvania,6198772.0,5.5
2004-04-01,Rhode island,558260.0,5.3
2004-04-01,South Carolina,2024051.0,6.9
2004-04-01,South Dakota,426930.0,3.6
2004-04-01,Tennessee,2877062.0,5.1
2004-04-01,Texas,10970651.0,6.1
2004-04-01,Utah,1224487.0,5.2
2004-04-01,Vermont,347677.0,3.8
2004-04-01,Virginia,3780248.0,3.9
2004-04-01,Washington,3186388.0,6.5
2004-04-01,West Virginia,784598.0,5.5
2004-04-01,Wisconsin,3040553.0,5.1
2004-04-01,Wyoming,274718.0,3.8
2004-05-01,Alabama,2136041.0,5.8
2004-05-01,Alaska,335111.0,7.5
2004-05-01,Arizona,2787519.0,5.2
2004-05-01,Arkansas,1294356.0,5.8
2004-05-01,California,17363161.0,6.4
2004-05-01,Colorado,2527941.0,5.5
2004-05-01,Connecticut,1772961.0,5.0
2004-05-01,Delaware,420270.0,3.9
2004-05-01,Florida,8403495.0,4.7
2004-05-01,Georgia,4435924.0,4.7
2004-05-01,Hawaii,609115.0,3.4
2004-05-01,Idaho,698840.0,5.0
2004-05-01,Illinois,6311094.0,6.2
2004-05-01,Indiana,3165030.0,5.3
2004-05-01,Iowa,1598044.0,4.5
2004-05-01,Kansas,1462691.0,5.5
2004-05-01,Kentucky,1961756.0,5.5
2004-05-01,Louisiana,2028459.0,6.0
2004-05-01,Maine,684555.0,4.5
2004-05-01,Maryland,2884234.0,4.2
2004-05-01,Massachusetts,3399734.0,5.2
2004-05-01,Michigan,5054199.0,7.0
2004-05-01,Minnesota,2881116.0,4.8
2004-05-01,Mississippi,1312274.0,6.0
2004-05-01,Missouri,3014844.0,5.9
2004-05-01,Montana,480202.0,4.8
2004-05-01,Nebraska,968978.0,3.8
2004-05-01,Nevada,1171940.0,4.4
2004-05-01,New Hampshire,715206.0,3.8
2004-05-01,New Mexico,899758.0,5.5
2004-05-01,New York,9347739.0,6.0
2004-05-01,New jersey,4352853.0,5.0
2004-05-01,North Carolina,4247776.0,5.6
2004-05-01,North Dakota,351874.0,3.4
2004-05-01,Ohio,5863606.0,6.2
2004-05-01,Oklahoma,1687835.0,4.9
2004-05-01,Oregon,1839064.0,7.4
2004-05-01,Pennsylvania,6204156.0,5.5
2004-05-01,Rhode island,558372.0,5.3
2004-05-01,South Carolina,2028750.0,6.9
2004-05-01,South Dakota,427303.0,3.7
2004-05-01,Tennessee,2875786.0,5.1
2004-05-01,Texas,10977679.0,6.0
2004-05-01,Utah,1227403.0,5.1
2004-05-01,Vermont,347828.0,3.7
2004-05-01,Virginia,3783514.0,3.9
2004-05-01,Washington,3190326.0,6.4
2004-05-01,West Virginia,784293.0,5.4
2004-05-01,Wisconsin,3038981.0,5.1
2004-05-01,Wyoming,274754.0,3.8
2004-06-01,Alabama,2137625.0,5.8
2004-06-01,Alaska,335789.0,7.5
2004-06-01,Arizona,2792608.0,5.1
2004-06-01,Arkansas,1297320.0,5.7
2004-06-01,California,17374274.0,6.3
2004-06-01,Colorado,2532150.0,5.4
2004-06-01,Connecticut,1772845.0,5.0
2004-06-01,Delaware,420531.0,4.0
2004-06-01,Florida,8424546.0,4.7
2004-06-01,Georgia,4444805.0,4.8
2004-06-01,Hawaii,610046.0,3.3
2004-06-01,Idaho,700795.0,4.9
2004-06-01,Illinois,6314871.0,6.2
2004-06-01,Indiana,3165341.0,5.3
2004-06-01,Iowa,1599039.0,4.5
2004-06-01,Kansas,1465020.0,5.5
2004-06-01,Kentucky,1962208.0,5.4
2004-06-01,Louisiana,2030498.0,5.9
2004-06-01,Maine,684992.0,4.5
2004-06-01,Maryland,2885801.0,4.2
2004-06-01,Massachusetts,3396303.0,5.2
2004-06-01,Michigan,5058178.0,7.0
2004-06-01,Minnesota,2882707.0,4.8
2004-06-01,Mississippi,1313807.0,6.1
2004-06-01,Missouri,3016228.0,6.0
2004-06-01,Montana,480975.0,4.8
2004-06-01,Nebraska,969816.0,3.8
2004-06-01,Nevada,1174855.0,4.3
2004-06-01,New Hampshire,715945.0,3.7
2004-06-01,New Mexico,900409.0,5.5
2004-06-01,New York,9363865.0,5.9
2004-06-01,New jersey,4350727.0,4.9
2004-06-01,North Carolina,4246815.0,5.4
2004-06-01,North Dakota,352515.0,3.4
2004-06-01,Ohio,5866416.0,6.2
2004-06-01,Oklahoma,1688873.0,4.8
2004-06-01,Oregon,1838295.0,7.3
2004-06-01,Pennsylvania,6209833.0,5.5
2004-06-01,Rhode island,558487.0,5.2
2004-06-01,South Carolina,2033029.0,6.9
2004-06-01,South Dakota,427681.0,3.7
2004-06-01,Tennessee,2875783.0,5.2
2004-06-01,Texas,10984363.0,5.9
2004-06-01,Utah,1230132.0,5.0
2004-06-01,Vermont,347970.0,3.6
2004-06-01,Virginia,3787662.0,3.8
2004-06-01,Washington,3193790.0,6.2
2004-06-01,West Virginia,783840.0,5.3
2004-06-01,Wisconsin,3037489.0,5.0
2004-06-01,Wyoming,274798.0,3.8
2004-07-01,Alabama,2138850.0,5.7
2004-07-01,Alaska,336618.0,7.4
2004-07-01,Arizona,2797903.0,5.0
2004-07-01,Arkansas,1300561.0,5.7
2004-07-01,California,17386330.0,6.2
2004-07-01,Colorado,2536181.0,5.4
2004-07-01,Connecticut,1772808.0,4.9
2004-07-01,Delaware,420719.0,4.0
2004-07-01,Florida,8446753.0,4.6
2004-07-01,Georgia,4453760.0,4.8
2004-07-01,Hawaii,611058.0,3.3
2004-07-01,Idaho,702963.0,4.9
2004-07-01,Illinois,6320495.0,6.1
2004-07-01,Indiana,3165795.0,5.3
2004-07-01,Iowa,1600417.0,4.5
2004-07-01,Kansas,1466920.0,5.4
2004-07-01,Kentucky,1962668.0,5.3
2004-07-01,Louisiana,2034225.0,5.9
2004-07-01,Maine,685601.0,4.5
2004-07-01,Maryland,2887986.0,4.2
2004-07-01,Massachusetts,3392919.0,5.1
2004-07-01,Michigan,5063486.0,7.0
2004-07-01,Minnesota,2883868.0,4.7
2004-07-01,Mississippi,1314959.0,6.3
2004-07-01,Missouri,3017381.0,6.0
2004-07-01,Montana,481471.0,4.8
2004-07-01,Nebraska,970609.0,3.8
2004-07-01,Nevada,1178076.0,4.2
2004-07-01,New Hampshire,716600.0,3.7
2004-07-01,New Mexico,901326.0,5.4
2004-07-01,New York,9377242.0,5.7
2004-07-01,New jersey,4348396.0,4.8
2004-07-01,North Carolina,4246487.0,5.3
2004-07-01,North Dakota,353096.0,3.4
2004-07-01,Ohio,5870740.0,6.3
2004-07-01,Oklahoma,1690010.0,4.8
2004-07-01,Oregon,1837518.0,7.3
2004-07-01,Pennsylvania,6216155.0,5.4
2004-07-01,Rhode island,558593.0,5.1
2004-07-01,South Carolina,2036822.0,6.8
2004-07-01,South Dakota,428019.0,3.7
2004-07-01,Tennessee,2876508.0,5.3
2004-07-01,Texas,10991710.0,5.8
2004-07-01,Utah,1232699.0,5.0
2004-07-01,Vermont,348034.0,3.6
2004-07-01,Virginia,3792869.0,3.8
2004-07-01,Washington,3197319.0,6.1
2004-07-01,West Virginia,783345.0,5.2
2004-07-01,Wisconsin,3035618.0,5.0
2004-07-01,Wyoming,274849.0,3.8
2004-08-01,Alabama,2139614.0,5.6
2004-08-01,Alaska,337535.0,7.4
2004-08-01,Arizona,2803148.0,4.9
2004-08-01,Arkansas,1304051.0,5.6
2004-08-01,California,17398727.0,6.1
2004-08-01,Colorado,2539637.0,5.4
2004-08-01,Connecticut,1772904.0,4.8
2004-08-01,Delaware,420835.0,4.1
2004-08-01,Florida,8470464.0,4.6
2004-08-01,Georgia,4462590.0,4.9
2004-08-01,Hawaii,612139.0,3.2
2004-08-01,Idaho,705340.0,4.9
2004-08-01,Illinois,6327663.0,6.1
2004-08-01,Indiana,3166201.0,5.3
2004-08-01,Iowa,1601980.0,4.6
2004-08-01,Kansas,1468241.0,5.4
2004-08-01,Kentucky,1963277.0,5.2
2004-08-01,Louisiana,2039372.0,5.9
2004-08-01,Maine,686320.0,4.6
2004-08-01,Maryland,2890465.0,4.2
2004-08-01,Massachusetts,3389403.0,5.0
2004-08-01,Michigan,5069021.0,7.1
2004-08-01,Minnesota,2884171.0,4.7
2004-08-01,Mississippi,1315500.0,6.4
2004-08-01,Missouri,3017707.0,6.1
2004-08-01,Montana,481756.0,4.7
2004-08-01,Nebraska,971255.0,3.8
2004-08-01,Nevada,1181552.0,4.2
2004-08-01,New Hampshire,717259.0,3.6
2004-08-01,New Mexico,902637.0,5.4
2004-08-01,New York,9388436.0,5.6
2004-08-01,New jersey,4345724.0,4.7
2004-08-01,North Carolina,4247168.0,5.2
2004-08-01,North Dakota,353596.0,3.4
2004-08-01,Ohio,5875020.0,6.3
2004-08-01,Oklahoma,1691112.0,4.7
2004-08-01,Oregon,1836747.0,7.2
2004-08-01,Pennsylvania,6222393.0,5.4
2004-08-01,Rhode island,558687.0,5.1
2004-08-01,South Carolina,2040059.0,6.8
2004-08-01,South Dakota,428302.0,3.8
2004-08-01,Tennessee,2877210.0,5.4
2004-08-01,Texas,10999691.0,5.8
2004-08-01,Utah,1235157.0,4.9
2004-08-01,Vermont,347986.0,3.6
2004-08-01,Virginia,3798891.0,3.7
2004-08-01,Washington,3201511.0,6.0
2004-08-01,West Virginia,782891.0,5.1
2004-08-01,Wisconsin,3032990.0,4.9
2004-08-01,Wyoming,274893.0,3.8
2004-09-01,Alabama,2139879.0,5.6
2004-09-01,Alaska,338483.0,7.3
2004-09-01,Arizona,2808061.0,4.8
2004-09-01,Arkansas,1307712.0,5.6
2004-09-01,California,17409509.0,6.0
2004-09-01,Colorado,2542010.0,5.3
2004-09-01,Connecticut,1773178.0,4.8
2004-09-01,Delaware,420898.0,4.1
2004-09-01,Florida,8494058.0,4.5
2004-09-01,Georgia,4471238.0,4.9
2004-09-01,Hawaii,613307.0,3.2
2004-09-01,Idaho,707975.0,4.9
2004-09-01,Illinois,6335450.0,6.1
2004-09-01,Indiana,3166907.0,5.4
2004-09-01,Iowa,1603607.0,4.6
2004-09-01,Kansas,1468940.0,5.4
2004-09-01,Kentucky,1964337.0,5.2
2004-09-01,Louisiana,2044932.0,5.9
2004-09-01,Maine,687078.0,4.6
2004-09-01,Maryland,2892914.0,4.2
2004-09-01,Massachusetts,3385666.0,5.0
2004-09-01,Michigan,5072960.0,7.1
2004-09-01,Minnesota,2883214.0,4.6
2004-09-01,Mississippi,1315497.0,6.5
2004-09-01,Missouri,3016752.0,6.0
2004-09-01,Montana,481958.0,4.7
2004-09-01,Nebraska,971711.0,3.9
2004-09-01,Nevada,1185136.0,4.2
2004-09-01,New Hampshire,718024.0,3.6
2004-09-01,New Mexico,904353.0,5.4
2004-09-01,New York,9396011.0,5.5
2004-09-01,New jersey,4342729.0,4.6
2004-09-01,North Carolina,4248989.0,5.2
2004-09-01,North Dakota,353979.0,3.4
2004-09-01,Ohio,5877621.0,6.3
2004-09-01,Oklahoma,1691903.0,4.7
2004-09-01,Oregon,1835975.0,7.1
2004-09-01,Pennsylvania,6227253.0,5.4
2004-09-01,Rhode island,558812.0,5.0
2004-09-01,South Carolina,2042908.0,6.8
2004-09-01,South Dakota,428543.0,3.8
2004-09-01,Tennessee,2877165.0,5.5
2004-09-01,Texas,11007490.0,5.8
2004-09-01,Utah,1237613.0,4.8
2004-09-01,Vermont,347866.0,3.5
2004-09-01,Virginia,3804876.0,3.7
2004-09-01,Washington,3206479.0,6.0
2004-09-01,West Virginia,782498.0,5.1
2004-09-01,Wisconsin,3029401.0,4.9
2004-09-01,Wyoming,274906.0,3.8
2004-10-01,Alabama,2139644.0,5.5
2004-10-01,Alaska,339410.0,7.3
2004-10-01,Arizona,2812645.0,4.8
2004-10-01,Arkansas,1311451.0,5.6
2004-10-01,California,17417684.0,5.9
2004-10-01,Colorado,2543364.0,5.3
2004-10-01,Connecticut,1773757.0,4.8
2004-10-01,Delaware,420954.0,4.1
2004-10-01,Florida,8516037.0,4.5
2004-10-01,Georgia,4480019.0,5.0
2004-10-01,Hawaii,614534.0,3.2
2004-10-01,Idaho,710803.0,4.8
2004-10-01,Illinois,6342646.0,6.1
2004-10-01,Indiana,3168297.0,5.5
2004-10-01,Iowa,1605416.0,4.6
2004-10-01,Kansas,1469074.0,5.3
2004-10-01,Kentucky,1966031.0,5.2
2004-10-01,Louisiana,2049589.0,5.9
2004-10-01,Maine,687801.0,4.7
2004-10-01,Maryland,2895250.0,4.2
2004-10-01,Massachusetts,3382134.0,4.9
2004-10-01,Michigan,5074247.0,7.2
2004-10-01,Minnesota,2880983.0,4.5
2004-10-01,Mississippi,1315311.0,6.6
2004-10-01,Missouri,3014457.0,6.0
2004-10-01,Montana,482219.0,4.7
2004-10-01,Nebraska,972060.0,3.9
2004-10-01,Nevada,1188672.0,4.1
2004-10-01,New Hampshire,718874.0,3.6
2004-10-01,New Mexico,906284.0,5.4
2004-10-01,New York,9398541.0,5.4
2004-10-01,New jersey,4340253.0,4.5
2004-10-01,North Carolina,4252296.0,5.2
2004-10-01,North Dakota,354225.0,3.4
2004-10-01,Ohio,5877828.0,6.4
2004-10-01,Oklahoma,1692351.0,4.7
2004-10-01,Oregon,1835218.0,7.0
2004-10-01,Pennsylvania,6230399.0,5.3
2004-10-01,Rhode island,559021.0,5.0
2004-10-01,South Carolina,2045379.0,6.8
2004-10-01,South Dakota,428777.0,3.8
2004-10-01,Tennessee,2875988.0,5.6
2004-10-01,Texas,11014707.0,5.8
2004-10-01,Utah,1240199.0,4.7
2004-10-01,Vermont,347717.0,3.5
2004-10-01,Virginia,3810444.0,3.7
2004-10-01,Washington,3211823.0,5.9
2004-10-01,West Virginia,782253.0,5.1
2004-10-01,Wisconsin,3024829.0,4.9
2004-10-01,Wyoming,274873.0,3.8
2004-11-01,Alabama,2138854.0,5.4
2004-11-01,Alaska,340255.0,7.2
2004-11-01,Arizona,2817364.0,4.8
2004-11-01,Arkansas,1315208.0,5.5
2004-11-01,California,17423380.0,5.9
2004-11-01,Colorado,2544144.0,5.3
2004-11-01,Connecticut,1774882.0,4.8
2004-11-01,Delaware,421125.0,4.1
2004-11-01,Florida,8536214.0,4.4
2004-11-01,Georgia,4489283.0,5.1
2004-11-01,Hawaii,615778.0,3.2
2004-11-01,Idaho,713744.0,4.7
2004-11-01,Illinois,6348510.0,6.1
2004-11-01,Indiana,3170421.0,5.6
2004-11-01,Iowa,1607668.0,4.5
2004-11-01,Kansas,1468837.0,5.3
2004-11-01,Kentucky,1968432.0,5.2
2004-11-01,Louisiana,2052424.0,5.9
2004-11-01,Maine,688506.0,4.8
2004-11-01,Maryland,2897572.0,4.2
2004-11-01,Massachusetts,3379344.0,4.9
2004-11-01,Michigan,5073210.0,7.2
2004-11-01,Minnesota,2877921.0,4.4
2004-11-01,Mississippi,1315284.0,6.6
2004-11-01,Missouri,3011421.0,6.0
2004-11-01,Montana,482560.0,4.6
2004-11-01,Nebraska,972412.0,3.9
2004-11-01,Nevada,1192098.0,4.1
2004-11-01,New Hampshire,719751.0,3.6
2004-11-01,New Mexico,908224.0,5.4
2004-11-01,New York,9396294.0,5.3
2004-11-01,New jersey,4339074.0,4.4
2004-11-01,North Carolina,4257370.0,5.3
2004-11-01,North Dakota,354335.0,3.4
2004-11-01,Ohio,5875682.0,6.4
2004-11-01,Oklahoma,1692593.0,4.7
2004-11-01,Oregon,1834584.0,6.9
2004-11-01,Pennsylvania,6232137.0,5.3
2004-11-01,Rhode island,559341.0,5.0
2004-11-01,South Carolina,2047363.0,6.8
2004-11-01,South Dakota,429034.0,3.8
2004-11-01,Tennessee,2873888.0,5.7
2004-11-01,Texas,11020879.0,5.8
2004-11-01,Utah,1243005.0,4.6
2004-11-01,Vermont,347593.0,3.5
2004-11-01,Virginia,3816184.0,3.7
2004-11-01,Washington,3217081.0,5.9
2004-11-01,West Virginia,782267.0,5.2
2004-11-01,Wisconsin,3019632.0,4.8
2004-11-01,Wyoming,274804.0,3.7
2004-12-01,Alabama,2138018.0,5.2
2004-12-01,Alaska,341024.0,7.2
2004-12-01,Arizona,2823278.0,4.8
2004-12-01,Arkansas,1319152.0,5.5
2004-12-01,California,17431266.0,5.8
2004-12-01,Colorado,2545095.0,5.3
2004-12-01,Connecticut,1776896.0,4.8
2004-12-01,Delaware,421596.0,4.0
2004-12-01,Florida,8556921.0,4.4
2004-12-01,Georgia,4500422.0,5.2
2004-12-01,Hawaii,617036.0,3.2
2004-12-01,Idaho,716759.0,4.5
2004-12-01,Illinois,6354427.0,6.0
2004-12-01,Indiana,3173825.0,5.6
2004-12-01,Iowa,1610621.0,4.5
2004-12-01,Kansas,1468517.0,5.3
2004-12-01,Kentucky,1971876.0,5.3
2004-12-01,Louisiana,2053816.0,5.8
2004-12-01,Maine,689347.0,4.8
2004-12-01,Maryland,2900380.0,4.3
2004-12-01,Massachusetts,3377964.0,4.9
2004-12-01,Michigan,5072249.0,7.2
2004-12-01,Minnesota,2875306.0,4.3
2004-12-01,Mississippi,1315830.0,6.7
2004-12-01,Missouri,3009143.0,6.0
2004-12-01,Montana,482910.0,4.6
2004-12-01,Nebraska,972840.0,3.9
2004-12-01,Nevada,1195564.0,4.1
2004-12-01,New Hampshire,720659.0,3.6
2004-12-01,New Mexico,910094.0,5.4
2004-12-01,New York,9394413.0,5.2
2004-12-01,New jersey,4340406.0,4.4
2004-12-01,North Carolina,4264900.0,5.4
2004-12-01,North Dakota,354364.0,3.4
2004-12-01,Ohio,5873366.0,6.4
2004-12-01,Oklahoma,1692985.0,4.7
2004-12-01,Oregon,1834547.0,6.7
2004-12-01,Pennsylvania,6234050.0,5.3
2004-12-01,Rhode island,559777.0,5.0
2004-12-01,South Carolina,2049210.0,6.8
2004-12-01,South Dakota,429319.0,3.9
2004-12-01,Tennessee,2872450.0,5.8
2004-12-01,Texas,11028247.0,5.8
2004-12-01,Utah,1246200.0,4.5
2004-12-01,Vermont,347555.0,3.5
2004-12-01,Virginia,3823748.0,3.7
2004-12-01,Washington,3222494.0,5.8
2004-12-01,West Virginia,782554.0,5.2
2004-12-01,Wisconsin,3014917.0,4.8
2004-12-01,Wyoming,274748.0,3.6
2005-01-01,Alabama,2137724.0,5.1
2005-01-01,Alaska,341699.0,7.1
2005-01-01,Arizona,2830958.0,4.8
2005-01-01,Arkansas,1323353.0,5.4
2005-01-01,California,17443049.0,5.8
2005-01-01,Colorado,2546701.0,5.3
2005-01-01,Connecticut,1779873.0,4.9
2005-01-01,Delaware,422512.0,4.0
2005-01-01,Florida,8579371.0,4.3
2005-01-01,Georgia,4513524.0,5.3
2005-01-01,Hawaii,618291.0,3.1
2005-01-01,Idaho,719723.0,4.3
2005-01-01,Illinois,6360665.0,6.0
2005-01-01,Indiana,3178412.0,5.7
2005-01-01,Iowa,1614081.0,4.5
2005-01-01,Kansas,1468305.0,5.3
2005-01-01,Kentucky,1976456.0,5.4
2005-01-01,Louisiana,2054488.0,5.8
2005-01-01,Maine,690412.0,4.9
2005-01-01,Maryland,2903886.0,4.3
2005-01-01,Massachusetts,3377919.0,4.9
2005-01-01,Michigan,5072440.0,7.2
2005-01-01,Minnesota,2873921.0,4.3
2005-01-01,Mississippi,1317164.0,6.7
2005-01-01,Missouri,3008277.0,5.9
2005-01-01,Montana,483216.0,4.6
2005-01-01,Nebraska,973270.0,4.0
2005-01-01,Nevada,1199243.0,4.1
2005-01-01,New Hampshire,721575.0,3.6
2005-01-01,New Mexico,911819.0,5.4
2005-01-01,New York,9396085.0,5.1
2005-01-01,New jersey,4344720.0,4.4
2005-01-01,North Carolina,4274109.0,5.4
2005-01-01,North Dakota,354362.0,3.4
2005-01-01,Ohio,5872390.0,6.3
2005-01-01,Oklahoma,1693715.0,4.7
2005-01-01,Oregon,1835301.0,6.6
2005-01-01,Pennsylvania,6236573.0,5.2
2005-01-01,Rhode island,560351.0,5.0
2005-01-01,South Carolina,2050791.0,6.8
2005-01-01,South Dakota,429600.0,3.9
2005-01-01,Tennessee,2872844.0,5.9
2005-01-01,Texas,11037100.0,5.7
2005-01-01,Utah,1249758.0,4.4
2005-01-01,Vermont,347634.0,3.5
2005-01-01,Virginia,3833916.0,3.7
2005-01-01,Washington,3228163.0,5.8
2005-01-01,West Virginia,783056.0,5.2
2005-01-01,Wisconsin,3011465.0,4.7
2005-01-01,Wyoming,274759.0,3.6
2005-02-01,Alabama,2138143.0,4.9
2005-02-01,Alaska,342265.0,7.0
2005-02-01,Arizona,2840084.0,4.8
2005-02-01,Arkansas,1327774.0,5.4
2005-02-01,California,17457294.0,5.7
2005-02-01,Colorado,2548979.0,5.3
2005-02-01,Connecticut,1783510.0,4.9
2005-02-01,Delaware,423909.0,4.0
2005-02-01,Florida,8603022.0,4.2
2005-02-01,Georgia,4527534.0,5.4
2005-02-01,Hawaii,619544.0,3.0
2005-02-01,Idaho,722552.0,4.2
2005-02-01,Illinois,6366666.0,6.0
2005-02-01,Indiana,3183374.0,5.7
2005-02-01,Iowa,1617648.0,4.4
2005-02-01,Kansas,1468113.0,5.3
2005-02-01,Kentucky,1981735.0,5.6
2005-02-01,Louisiana,2055257.0,5.8
2005-02-01,Maine,691709.0,4.9
2005-02-01,Maryland,2907876.0,4.3
2005-02-01,Massachusetts,3378521.0,4.9
2005-02-01,Michigan,5073837.0,7.1
2005-02-01,Minnesota,2873789.0,4.2
2005-02-01,Mississippi,1319071.0,6.8
2005-02-01,Missouri,3008489.0,5.9
2005-02-01,Montana,483447.0,4.5
2005-02-01,Nebraska,973600.0,4.0
2005-02-01,Nevada,1203254.0,4.1
2005-02-01,New Hampshire,722468.0,3.6
2005-02-01,New Mexico,913319.0,5.4
2005-02-01,New York,9401262.0,5.1
2005-02-01,New jersey,4351286.0,4.3
2005-02-01,North Carolina,4283334.0,5.5
2005-02-01,North Dakota,354346.0,3.4
2005-02-01,Ohio,5872629.0,6.3
2005-02-01,Oklahoma,1694647.0,4.7
2005-02-01,Oregon,1836728.0,6.4
2005-02-01,Pennsylvania,6239234.0,5.2
2005-02-01,Rhode island,561082.0,5.0
2005-02-01,South Carolina,2051942.0,6.8
2005-02-01,South Dakota,429872.0,4.0
2005-02-01,Tennessee,2875087.0,5.9
2005-02-01,Texas,11045648.0,5.7
2005-02-01,Utah,1253526.0,4.4
2005-02-01,Vermont,347837.0,3.5
2005-02-01,Virginia,3846117.0,3.7
2005-02-01,Washington,3234013.0,5.7
2005-02-01,West Virginia,783762.0,5.2
2005-02-01,Wisconsin,3009574.0,4.7
2005-02-01,Wyoming,274861.0,3.5
2005-03-01,Alabama,2139056.0,4.8
2005-03-01,Alaska,342776.0,6.9
2005-03-01,Arizona,2850253.0,4.8
2005-03-01,Arkansas,1332312.0,5.3
2005-03-01,California,17473007.0,5.6
2005-03-01,Colorado,2551744.0,5.2
2005-03-01,Connecticut,1787346.0,5.0
2005-03-01,Delaware,425728.0,4.0
2005-03-01,Florida,8628448.0,4.0
2005-03-01,Georgia,4541339.0,5.4
2005-03-01,Hawaii,620871.0,3.0
2005-03-01,Idaho,725194.0,4.2
2005-03-01,Illinois,6372136.0,5.9
2005-03-01,Indiana,3188035.0,5.6
2005-03-01,Iowa,1620980.0,4.4
2005-03-01,Kansas,1467679.0,5.2
2005-03-01,Kentucky,1987202.0,5.7
2005-03-01,Louisiana,2058628.0,5.7
2005-03-01,Maine,693205.0,4.9
2005-03-01,Maryland,2911986.0,4.3
2005-03-01,Massachusetts,3379303.0,4.9
2005-03-01,Michigan,5076269.0,7.0
2005-03-01,Minnesota,2874411.0,4.2
2005-03-01,Mississippi,1321114.0,6.8
2005-03-01,Missouri,3009086.0,5.8
2005-03-01,Montana,483640.0,4.5
2005-03-01,Nebraska,973729.0,4.0
2005-03-01,Nevada,1207669.0,4.1
2005-03-01,New Hampshire,723275.0,3.6
2005-03-01,New Mexico,914602.0,5.4
2005-03-01,New York,9409839.0,5.0
2005-03-01,New jersey,4359408.0,4.3
2005-03-01,North Carolina,4291732.0,5.4
2005-03-01,North Dakota,354342.0,3.4
2005-03-01,Ohio,5873758.0,6.1
2005-03-01,Oklahoma,1695980.0,4.6
2005-03-01,Oregon,1838672.0,6.3
2005-03-01,Pennsylvania,6241999.0,5.1
2005-03-01,Rhode island,561995.0,5.0
2005-03-01,South Carolina,2053206.0,6.7
2005-03-01,South Dakota,430124.0,4.0
2005-03-01,Tennessee,2879063.0,5.9
2005-03-01,Texas,11053577.0,5.6
2005-03-01,Utah,1257385.0,4.3
2005-03-01,Vermont,348167.0,3.4
2005-03-01,Virginia,3859630.0,3.7
2005-03-01,Washington,3240349.0,5.7
2005-03-01,West Virginia,784738.0,5.1
2005-03-01,Wisconsin,3009254.0,4.7
2005-03-01,Wyoming,275070.0,3.5
2005-04-01,Alabama,2140454.0,4.6
2005-04-01,Alaska,343279.0,6.8
2005-04-01,Arizona,2861235.0,4.8
2005-04-01,Arkansas,1337015.0,5.3
2005-04-01,California,17492262.0,5.5
2005-04-01,Colorado,2554710.0,5.2
2005-04-01,Connecticut,1791090.0,5.0
2005-04-01,Delaware,427824.0,4.0
2005-04-01,Florida,8657368.0,3.9
2005-04-01,Georgia,4555444.0,5.4
2005-04-01,Hawaii,622409.0,2.9
2005-04-01,Idaho,727665.0,4.1
2005-04-01,Illinois,6378227.0,5.8
2005-04-01,Indiana,3192780.0,5.5
2005-04-01,Iowa,1623973.0,4.3
2005-04-01,Kansas,1466892.0,5.1
2005-04-01,Kentucky,1992476.0,5.8
2005-04-01,Louisiana,2064717.0,5.7
2005-04-01,Maine,694842.0,5.0
